Id,itemDescription,InvoiceNum,Quantity
31739,canned beer,12475,1
31740,pot plants,12476,1
31741,other vegetables,12476,1
31742,tidbits,12477,1
31743,whole milk,12477,1
31744,frozen vegetables,12477,1
31745,sausage,12478,1
31746,other vegetables,12478,1
31747,shopping bags,12478,1
31748,napkins,12478,1
31749,citrus fruit,12479,1
31750,bottled water,12479,1
31751,rolls/buns,12480,1
31752,margarine,12480,1
31753,fruit/vegetable juice,12481,1
31754,pickled vegetables,12481,1
31755,newspapers,12482,1
31756,brown bread,12482,1
31757,beef,12483,1
31758,soda,12483,1
31759,sausage,12484,1
31760,rolls/buns,12484,1
31761,pot plants,12484,1
31762,snack products,12484,1
31763,beverages,12485,1
31764,prosecco,12485,1
31765,whole milk,12486,1
31766,whipped/sour cream,12486,1
31767,newspapers,12486,1
31768,root vegetables,12487,1
31769,chocolate,12487,1
31770,tropical fruit,12488,2
31771,napkins,12488,1
31772,root vegetables,12489,1
31773,coffee,12489,1
31774,shopping bags,12489,1
31775,specialty bar,12489,1
31776,sausage,12490,1
31777,cream cheese ,12490,1
31778,semi/finished bread,12491,1
31779,salty snack,12491,1
31780,waffles,12491,1
31781,frozen dessert,12491,1
31782,salty snack,12492,1
31783,pip fruit,12492,1
31784,frankfurter,12493,1
31785,onions,12493,1
31786,pip fruit,12494,1
31787,napkins,12494,1
31788,tropical fruit,12495,1
31789,pudding powder,12495,1
31790,dessert,12496,1
31791,rice,12496,1
31792,ham,12497,1
31793,pickled vegetables,12497,1
31794,whole milk,12498,1
31795,rolls/buns,12498,1
31796,other vegetables,12498,1
31797,white bread,12498,1
31798,pip fruit,12499,1
31799,cream cheese ,12499,1
31800,pip fruit,12500,1
31801,candy,12500,1
31802,beverages,12501,1
31803,tropical fruit,12501,1
31804,ham,12501,1
31805,flour,12501,1
31806,meat spreads,12502,1
31807,mayonnaise,12502,1
31808,whole milk,12503,1
31809,domestic eggs,12503,1
31810,berries,12504,1
31811,chocolate marshmallow,12504,1
31812,pork,12505,1
31813,frozen fish,12505,1
31814,other vegetables,12506,1
31815,skin care,12506,1
31816,butter milk,12507,1
31817,candles,12507,1
31818,pot plants,12507,1
31819,soda,12508,1
31820,whole milk,12508,1
31821,bottled beer,12509,1
31822,chocolate,12509,1
31823,soft cheese,12510,1
31824,berries,12510,1
31825,other vegetables,12511,1
31826,chocolate marshmallow,12511,1
31827,whipped/sour cream,12512,1
31828,coffee,12512,1
31829,shopping bags,12512,1
31830,rolls/buns,12513,1
31831,other vegetables,12513,1
31832,ham,12514,1
31833,whole milk,12514,1
31834,pip fruit,12515,1
31835,whipped/sour cream,12515,1
31836,whole milk,12516,3
31837,rolls/buns,12517,1
31838,other vegetables,12518,1
31839,whipped/sour cream,12518,1
31840,frozen vegetables,12519,1
31841,brown bread,12519,1
31842,rolls/buns,12519,1
31843,pastry,12520,1
31844,specialty cheese,12520,1
31845,soap,12520,1
31846,rolls/buns,12520,1
31847,sausage,12521,1
31848,frozen meals,12521,1
31849,long life bakery product,12521,1
31850,soda,12521,1
31851,citrus fruit,12522,1
31852,specialty bar,12522,1
31853,domestic eggs,12522,1
31854,softener,12523,1
31855,margarine,12523,1
31856,citrus fruit,12524,1
31857,shopping bags,12524,1
31858,beef,12525,1
31859,roll products ,12525,1
31860,rolls/buns,12526,1
31861,pip fruit,12526,1
31862,citrus fruit,12527,1
31863,margarine,12527,1
31864,pork,12528,1
31865,root vegetables,12528,1
31866,rolls/buns,12529,1
31867,whipped/sour cream,12529,1
31868,citrus fruit,12530,1
31869,whole milk,12530,1
31870,salty snack,12531,1
31871,white bread,12531,1
31872,beverages,12532,1
31873,tropical fruit,12532,1
31874,rolls/buns,12532,1
31875,curd cheese,12532,1
31876,beverages,12533,2
31877,cream cheese ,12534,1
31878,pickled vegetables,12534,1
31879,citrus fruit,12535,2
31880,soda,12536,1
31881,brown bread,12536,1
31882,rolls/buns,12537,1
31883,hamburger meat,12537,1
31884,cooking chocolate,12538,1
31885,red/blush wine,12538,1
31886,cleaner,12538,1
31887,bottled beer,12539,1
31888,whole milk,12539,1
31889,tropical fruit,12539,1
31890,whole milk,12539,1
31891,house keeping products,12539,1
31892,other vegetables,12540,1
31893,prosecco,12540,1
31894,pot plants,12540,1
31895,waffles,12541,1
31896,rolls/buns,12541,1
31897,frankfurter,12542,1
31898,sausage,12542,1
31899,yogurt,12542,1
31900,soda,12542,1
31901,coffee,12542,1
31902,pork,12543,1
31903,frozen meals,12543,1
31904,margarine,12543,1
31905,dessert,12543,1
31906,sausage,12544,1
31907,dog food,12544,1
31908,chocolate,12545,1
31909,other vegetables,12545,1
31910,rolls/buns,12546,1
31911,root vegetables,12546,1
31912,tropical fruit,12547,1
31913,coffee,12547,1
31914,ham,12548,1
31915,canned vegetables,12548,1
31916,fish,12549,1
31917,chicken,12549,2
31918,UHT/milk,12549,1
31919,other vegetables,12549,1
31920,cream cheese ,12549,1
31921,hard cheese,12549,1
31922,bottled beer,12550,1
31923,hamburger meat,12550,1
31924,bottled beer,12551,1
31925,newspapers,12551,1
31926,beverages,12552,1
31927,oil,12552,1
31928,soda,12553,1
31929,grapes,12553,1
31930,pip fruit,12554,1
31931,pet care,12554,1
31932,whole milk,12555,1
31933,pip fruit,12555,1
31934,canned beer,12556,1
31935,misc. beverages,12556,1
31936,long life bakery product,12556,1
31937,bottled beer,12557,2
31938,tropical fruit,12558,1
31939,soda,12558,1
31940,butter milk,12558,1
31941,butter,12559,1
31942,tropical fruit,12559,1
31943,whole milk,12559,1
31944,napkins,12559,1
31945,root vegetables,12560,1
31946,coffee,12560,1
31947,whole milk,12561,1
31948,whipped/sour cream,12561,1
31949,processed cheese,12562,1
31950,brown bread,12562,1
31951,house keeping products,12562,1
31952,sausage,12563,1
31953,chicken,12563,1
31954,canned beer,12563,1
31955,pip fruit,12563,1
31956,tropical fruit,12564,1
31957,coffee,12564,1
31958,beef,12565,1
31959,pasta,12565,1
31960,turkey,12566,1
31961,chewing gum,12566,1
31962,butter milk,12567,1
31963,rolls/buns,12567,1
31964,citrus fruit,12568,1
31965,cling film/bags,12568,1
31966,fruit/vegetable juice,12568,1
31967,dessert,12569,1
31968,berries,12569,1
31969,newspapers,12569,1
31970,onions,12569,1
31971,citrus fruit,12570,1
31972,domestic eggs,12570,1
31973,frozen vegetables,12571,1
31974,coffee,12571,1
31975,chocolate,12572,1
31976,margarine,12572,1
31977,hamburger meat,12573,1
31978,chicken,12573,1
31979,citrus fruit,12574,1
31980,root vegetables,12574,1
31981,domestic eggs,12575,1
31982,bottled water,12575,1
31983,other vegetables,12576,1
31984,rolls/buns,12576,1
31985,chicken,12577,1
31986,sugar,12577,1
31987,ham,12578,1
31988,curd,12578,1
31989,berries,12579,1
31990,frozen vegetables,12579,1
31991,yogurt,12580,1
31992,rolls/buns,12580,1
31993,domestic eggs,12580,1
31994,fruit/vegetable juice,12580,1
31995,whipped/sour cream,12581,1
31996,seasonal products,12581,1
31997,chewing gum,12582,1
31998,curd,12582,1
31999,yogurt,12582,1
32000,whole milk,12583,1
32001,soda,12583,1
32002,long life bakery product,12584,1
32003,frozen vegetables,12584,1
32004,hygiene articles,12585,1
32005,coffee,12585,1
32006,brown bread,12586,1
32007,yogurt,12586,1
32008,whole milk,12587,1
32009,rolls/buns,12587,1
32010,sausage,12588,1
32011,pickled vegetables,12588,1
32012,cream cheese ,12589,1
32013,frozen vegetables,12589,1
32014,sugar,12589,1
32015,coffee,12589,1
32016,dessert,12590,2
32017,flour,12590,1
32018,turkey,12591,1
32019,yogurt,12591,1
32020,coffee,12592,1
32021,baking powder,12592,1
32022,other vegetables,12593,1
32023,mayonnaise,12593,1
32024,fruit/vegetable juice,12593,1
32025,chicken,12594,1
32026,butter,12594,1
32027,whole milk,12595,2
32028,other vegetables,12596,1
32029,UHT/milk,12596,1
32030,soda,12597,1
32031,semi/finished bread,12597,1
32032,shopping bags,12598,1
32033,white wine,12598,1
32034,domestic eggs,12599,1
32035,frozen vegetables,12599,1
32036,curd,12599,1
32037,sugar,12600,1
32038,whole milk,12600,1
32039,fruit/vegetable juice,12600,1
32040,rolls/buns,12601,1
32041,shopping bags,12601,1
32042,root vegetables,12602,1
32043,shopping bags,12602,1
32044,sausage,12603,1
32045,cream cheese ,12603,1
32046,salty snack,12604,1
32047,whole milk,12604,1
32048,coffee,12605,1
32049,yogurt,12605,1
32050,frankfurter,12606,1
32051,bottled water,12606,1
32052,butter milk,12607,1
32053,red/blush wine,12607,1
32054,soda,12608,1
32055,yogurt,12608,1
32056,beverages,12609,1
32057,whole milk,12609,1
32058,onions,12609,1
32059,butter,12610,1
32060,frozen dessert,12610,1
32061,whole milk,12610,1
32062,sausage,12611,1
32063,yogurt,12611,1
32064,other vegetables,12612,1
32065,domestic eggs,12612,1
32066,long life bakery product,12612,1
32067,yogurt,12613,1
32068,curd,12613,1
32069,pastry,12613,1
32070,chocolate,12614,1
32071,domestic eggs,12614,1
32072,finished products,12615,1
32073,bottled beer,12615,1
32074,frozen vegetables,12616,1
32075,butter,12616,1
32076,baking powder,12617,1
32077,canned beer,12617,1
32078,specialty chocolate,12617,1
32079,whole milk,12618,1
32080,waffles,12618,1
32081,dessert,12618,1
32082,whole milk,12619,1
32083,domestic eggs,12619,1
32084,pasta,12619,1
32085,pastry,12620,1
32086,brown bread,12620,1
32087,meat,12621,1
32088,pork,12621,1
32089,other vegetables,12621,2
32090,root vegetables,12621,1
32091,other vegetables,12621,1
32092,pip fruit,12621,1
32093,margarine,12621,1
32094,pork,12622,1
32095,house keeping products,12622,1
32096,beef,12623,1
32097,rolls/buns,12623,1
32098,seasonal products,12623,1
32099,nut snack,12624,1
32100,bottled water,12624,1
32101,newspapers,12625,1
32102,cream,12625,1
32103,hamburger meat,12626,1
32104,fruit/vegetable juice,12626,1
32105,chicken,12627,1
32106,domestic eggs,12627,1
32107,sausage,12628,1
32108,domestic eggs,12628,1
32109,sugar,12628,1
32110,tropical fruit,12629,1
32111,soda,12629,1
32112,canned beer,12629,1
32113,female sanitary products,12630,1
32114,frozen fish,12630,1
32115,butter,12631,1
32116,waffles,12631,1
32117,pork,12632,1
32118,cereals,12632,1
32119,butter,12633,1
32120,rolls/buns,12633,1
32121,other vegetables,12634,1
32122,soda,12634,1
32123,rolls/buns,12634,1
32124,other vegetables,12635,1
32125,rolls/buns,12635,1
32126,whole milk,12636,1
32127,rolls/buns,12636,1
32128,jam,12636,1
32129,red/blush wine,12636,1
32130,chicken,12637,1
32131,soda,12637,1
32132,pork,12638,1
32133,root vegetables,12638,1
32134,yogurt,12639,1
32135,domestic eggs,12639,1
32136,yogurt,12639,1
32137,dog food,12640,1
32138,brown bread,12640,1
32139,salty snack,12640,1
32140,fruit/vegetable juice,12641,1
32141,whipped/sour cream,12641,1
32142,hygiene articles,12641,1
32143,whole milk,12642,1
32144,sliced cheese,12642,1
32145,dish cleaner,12642,1
32146,sweet spreads,12643,1
32147,berries,12643,1
32148,butter milk,12643,1
32149,pip fruit,12643,1
32150,soda,12643,1
32151,other vegetables,12643,1
32152,fruit/vegetable juice,12643,1
32153,whole milk,12643,1
32154,vinegar,12644,1
32155,flour,12644,1
32156,frankfurter,12645,1
32157,rolls/buns,12645,1
32158,turkey,12646,1
32159,sugar,12646,1
32160,rolls/buns,12647,1
32161,salty snack,12647,1
32162,packaged fruit/vegetables,12648,1
32163,frozen fish,12648,1
32164,liquor,12649,1
32165,red/blush wine,12649,1
32166,root vegetables,12650,1
32167,berries,12650,1
32168,coffee,12650,1
32169,bottled beer,12650,1
32170,rice,12650,1
32171,UHT/milk,12651,1
32172,soft cheese,12651,1
32173,onions,12652,1
32174,chicken,12652,1
32175,specialty chocolate,12653,1
32176,rolls/buns,12653,1
32177,bathroom cleaner,12654,1
32178,other vegetables,12654,1
32179,fruit/vegetable juice,12655,1
32180,spices,12655,1
32181,beef,12656,1
32182,hamburger meat,12656,1
32183,ice cream,12657,1
32184,whole milk,12657,2
32185,whipped/sour cream,12658,1
32186,other vegetables,12659,1
32187,UHT/milk,12659,1
32188,citrus fruit,12660,1
32189,canned fish,12660,1
32190,bottled water,12661,1
32191,whipped/sour cream,12661,1
32192,chicken,12662,1
32193,citrus fruit,12662,1
32194,turkey,12662,1
32195,whole milk,12662,1
32196,sweet spreads,12662,1
32197,cream cheese ,12662,1
32198,specialty chocolate,12662,1
32199,oil,12662,1
32200,meat,12663,1
32201,bottled water,12663,1
32202,abrasive cleaner,12663,1
32203,frankfurter,12664,1
32204,margarine,12664,1
32205,citrus fruit,12665,1
32206,pip fruit,12665,1
32207,white bread,12666,1
32208,curd cheese,12666,1
32209,whole milk,12667,1
32210,grapes,12667,1
32211,root vegetables,12668,1
32212,baking powder,12668,1
32213,soda,12669,1
32214,frozen vegetables,12669,1
32215,cream cheese ,12669,1
32216,whole milk,12670,1
32217,rolls/buns,12670,1
32218,frozen dessert,12671,1
32219,detergent,12671,1
32220,whipped/sour cream,12672,1
32221,coffee,12672,1
32222,canned beer,12673,1
32223,brown bread,12673,1
32224,frozen fish,12674,1
32225,rolls/buns,12674,1
32226,tropical fruit,12675,1
32227,UHT/milk,12675,1
32228,butter milk,12675,1
32229,cream cheese ,12676,1
32230,citrus fruit,12676,1
32231,sauces,12676,1
32232,red/blush wine,12676,1
32233,sausage,12677,1
32234,canned beer,12677,1
32235,newspapers,12677,1
32236,tropical fruit,12677,1
32237,newspapers,12677,1
32238,long life bakery product,12678,1
32239,brown bread,12678,1
32240,white wine,12679,1
32241,whole milk,12679,1
32242,misc. beverages,12680,1
32243,liquor,12680,1
32244,detergent,12681,1
32245,tropical fruit,12681,1
32246,shopping bags,12681,1
32247,soft cheese,12681,1
32248,chicken,12682,1
32249,fruit/vegetable juice,12682,1
32250,cake bar,12682,1
32251,pork,12683,1
32252,cake bar,12683,1
32253,frankfurter,12684,1
32254,soda,12684,1
32255,margarine,12685,1
32256,beverages,12685,1
32257,whole milk,12686,1
32258,coffee,12686,1
32259,soft cheese,12686,1
32260,butter,12687,1
32261,citrus fruit,12687,1
32262,UHT/milk,12688,1
32263,specialty cheese,12688,1
32264,canned fish,12689,1
32265,salty snack,12689,1
32266,pork,12690,1
32267,napkins,12690,1
32268,hamburger meat,12691,1
32269,hygiene articles,12691,1
32270,soda,12691,1
32271,tropical fruit,12691,1
32272,meat spreads,12692,1
32273,shopping bags,12692,1
32274,packaged fruit/vegetables,12693,1
32275,specialty bar,12693,1
32276,whipped/sour cream,12693,1
32277,instant coffee,12694,1
32278,chewing gum,12694,1
32279,other vegetables,12695,1
32280,margarine,12695,1
32281,other vegetables,12695,1
32282,pork,12696,1
32283,other vegetables,12696,1
32284,ham,12697,1
32285,whole milk,12697,1
32286,shopping bags,12697,1
32287,whole milk,12698,1
32288,coffee,12698,1
32289,fruit/vegetable juice,12699,1
32290,herbs,12699,1
32291,dishes,12699,1
32292,curd,12700,1
32293,detergent,12700,1
32294,other vegetables,12701,1
32295,berries,12701,1
32296,pork,12702,1
32297,cream cheese ,12702,1
32298,yogurt,12702,1
32299,pastry,12703,1
32300,brown bread,12703,1
32301,beef,12704,1
32302,misc. beverages,12704,1
32303,ham,12705,1
32304,candy,12705,1
32305,ham,12706,1
32306,whole milk,12706,2
32307,soda,12706,1
32308,beef,12707,1
32309,salt,12707,1
32310,roll products ,12708,1
32311,shopping bags,12708,1
32312,pastry,12709,1
32313,yogurt,12709,1
32314,whipped/sour cream,12710,1
32315,onions,12710,1
32316,other vegetables,12710,1
32317,yogurt,12710,1
32318,rolls/buns,12710,2
32319,dessert,12711,1
32320,root vegetables,12712,1
32321,shopping bags,12712,1
32322,specialty chocolate,12713,1
32323,long life bakery product,12713,1
32324,oil,12714,1
32325,soda,12714,1
32326,other vegetables,12715,1
32327,salt,12715,1
32328,curd,12716,1
32329,salty snack,12716,1
32330,onions,12717,1
32331,canned beer,12717,1
32332,beverages,12718,1
32333,whole milk,12718,1
32334,rolls/buns,12719,1
32335,shopping bags,12719,1
32336,pet care,12720,1
32337,butter milk,12720,1
32338,bottled water,12721,1
32339,whipped/sour cream,12721,1
32340,sausage,12722,1
32341,bottled beer,12722,1
32342,bottled water,12722,1
32343,bottled beer,12723,1
32344,ice cream,12723,1
32345,butter,12724,1
32346,hygiene articles,12724,1
32347,cream cheese ,12725,1
32348,coffee,12725,1
32349,meat,12726,1
32350,newspapers,12726,1
32351,cleaner,12726,1
32352,butter,12727,1
32353,pastry,12727,1
32354,other vegetables,12727,2
32355,canned beer,12728,1
32356,yogurt,12728,1
32357,frankfurter,12729,1
32358,other vegetables,12729,1
32359,tropical fruit,12730,1
32360,other vegetables,12730,1
32361,tropical fruit,12731,1
32362,dental care,12731,1
32363,candy,12732,1
32364,coffee,12732,1
32365,other vegetables,12733,1
32366,brown bread,12733,1
32367,flower (seeds),12733,1
32368,root vegetables,12734,1
32369,cream cheese ,12734,1
32370,soda,12735,1
32371,bottled water,12735,1
32372,whole milk,12735,1
32373,other vegetables,12735,1
32374,hygiene articles,12735,1
32375,frankfurter,12736,1
32376,curd cheese,12736,1
32377,chocolate,12736,1
32378,pastry,12736,1
32379,soda,12736,1
32380,other vegetables,12737,1
32381,newspapers,12737,1
32382,hard cheese,12738,1
32383,dessert,12738,1
32384,pip fruit,12739,1
32385,soda,12739,1
32386,domestic eggs,12740,1
32387,whole milk,12740,1
32388,artif. sweetener,12740,1
32389,sugar,12741,1
32390,shopping bags,12741,1
32391,pork,12742,1
32392,cream cheese ,12742,1
32393,canned beer,12743,1
32394,ice cream,12743,1
32395,tropical fruit,12744,1
32396,chewing gum,12744,1
32397,misc. beverages,12745,1
32398,liquor (appetizer),12745,1
32399,berries,12746,1
32400,domestic eggs,12746,1
32401,soda,12747,1
32402,bottled water,12747,1
32403,pip fruit,12748,1
32404,frozen fish,12748,1
32405,shopping bags,12749,1
32406,misc. beverages,12749,1
32407,whole milk,12750,1
32408,white bread,12750,1
32409,cream cheese ,12750,1
32410,pork,12751,1
32411,butter,12751,1
32412,domestic eggs,12752,1
32413,bottled water,12752,1
32414,kitchen towels,12752,1
32415,UHT/milk,12753,1
32416,brown bread,12753,1
32417,whole milk,12753,1
32418,ice cream,12753,1
32419,hygiene articles,12754,1
32420,dessert,12754,1
32421,ice cream,12755,1
32422,salty snack,12755,1
32423,rolls/buns,12756,1
32424,candy,12756,1
32425,onions,12756,1
32426,whole milk,12757,1
32427,curd,12757,1
32428,bottled beer,12757,1
32429,newspapers,12757,1
32430,meat,12758,1
32431,pip fruit,12758,1
32432,beverages,12758,1
32433,soda,12758,1
32434,ham,12759,1
32435,curd,12759,1
32436,specialty chocolate,12760,1
32437,shopping bags,12760,1
32438,root vegetables,12761,1
32439,napkins,12761,1
32440,sausage,12762,1
32441,frozen vegetables,12762,1
32442,UHT/milk,12763,1
32443,canned vegetables,12763,1
32444,sausage,12764,1
32445,napkins,12764,1
32446,frozen vegetables,12765,1
32447,curd,12765,1
32448,rolls/buns,12765,1
32449,nuts/prunes,12766,1
32450,margarine,12766,1
32451,bottled beer,12767,1
32452,beverages,12767,1
32453,hamburger meat,12768,1
32454,spread cheese,12768,1
32455,pasta,12768,1
32456,whipped/sour cream,12769,1
